datetimes,load_profile,col,y
2016-01-01 00:15:00,13.12,13.12,26.56
2016-01-01 00:30:00,13.12,13.12,26.88
2016-01-01 00:45:00,13.76,13.76,26.56
2016-01-01 01:00:00,13.44,13.44,26.88
2016-01-01 01:15:00,13.44,13.44,25.28
2016-01-01 01:30:00,13.12,13.12,20.16
2016-01-01 01:45:00,12.8,12.8,20.8
2016-01-01 02:00:00,13.76,13.76,20.48
2016-01-01 02:15:00,13.76,13.76,20.8
2016-01-01 02:30:00,13.12,13.12,20.48
2016-01-01 02:45:00,12.8,12.8,20.8
2016-01-01 03:00:00,13.44,13.44,20.16
2016-01-01 03:15:00,13.12,13.12,20.8
2016-01-01 03:30:00,12.8,12.8,20.48
2016-01-01 03:45:00,13.12,13.12,20.48
2016-01-01 04:00:00,13.12,13.12,20.48
2016-01-01 04:15:00,13.12,13.12,16.64
2016-01-01 04:30:00,13.44,13.44,13.76
2016-01-01 04:45:00,13.44,13.44,13.76
2016-01-01 05:00:00,13.12,13.12,13.76
2016-01-01 05:15:00,13.44,13.44,13.44
2016-01-01 05:30:00,13.44,13.44,13.76
2016-01-01 05:45:00,17.92,17.92,13.76
2016-01-01 06:00:00,26.24,26.24,13.44
2016-01-01 06:15:00,26.24,26.24,13.44
2016-01-01 06:30:00,27.2,27.2,13.12
2016-01-01 06:45:00,26.24,26.24,13.44
2016-01-01 07:00:00,26.24,26.24,12.8
2016-01-01 07:15:00,26.56,26.56,13.12
2016-01-01 07:30:00,26.24,26.24,13.44
2016-01-01 07:45:00,26.24,26.24,13.12
2016-01-01 08:00:00,27.2,27.2,13.44
2016-01-01 08:15:00,26.56,26.56,12.8
2016-01-01 08:30:00,24.32,24.32,13.44
2016-01-01 08:45:00,20.16,20.16,13.44
2016-01-01 09:00:00,19.52,19.52,12.8
2016-01-01 09:15:00,19.52,19.52,13.76
2016-01-01 09:30:00,19.52,19.52,14.08
2016-01-01 09:45:00,19.2,19.2,13.44
2016-01-01 10:00:00,19.52,19.52,13.76
2016-01-01 10:15:00,19.52,19.52,13.44
2016-01-01 10:30:00,19.52,19.52,13.76
